cod_refes;efector;anio;agrupacion;servicio;total
13020012215281;HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_18;12
13020012215281;HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_tcp1;168
13020012215281;HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_12;42
13020012215281;HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_31b;178
13020012215281;HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_27;26
13020012215281;HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_e3;96
13020012215281;HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_29;11
13020012215281;HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;medicina;psiquiaria_serv_9;89
13020012215281;HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;cirugia;cirugia;360
13020012215281;HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;cirugia;urologia;27
13020012215281;HOSPITAL DE SALUD MENTAL J. T. BORDA;2019;urgencia;guardia_del_dia;20746
13020012215281;HOSPITAL DE SALUD MENTAL J. T. BORDA;2018;medicina;cardiologia;642
13020012215281;HOSPITAL DE SALUD MENTAL J. T. BORDA;2018;medicina;clinica_medica;2984
13020012215281;HOSPITAL DE SALUD MENTAL J. T. BORDA;2018;medicina;neurologia;1363
13020012215281;HOSPITAL DE SALUD MENTAL J. T. BORDA;2018;medicina;infecciosas;1523
13020012215281;HOSPITAL DE SALUD MENTAL J. T. BORDA;2018;cirugia;cirugia;312
13020012215281;HOSPITAL DE SALUD MENTAL J. T. BORDA;2018;cirugia;urologia;201
13020012215281;HOSPITAL DE SALUD MENTAL J. T. BORDA;2018;urgencia;guardia_del_dia;23402
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;medicina;clinica_medica_vesp;9883
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;medicina;clinica_medica;9402
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;medicina;endocrinologia_grupo_de_trabajo;4719
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;medicina;gastroenterologia_grupo_de_trabajo;3136
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;medicina;alergia_grupo_de_trabajo;2928
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;medicina;oncologia_grupo_de_trabajo;1575
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;medicina;neurologia_grupo_de_trabajo;7929
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;medicina;dermatologia;12220
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;medicina;cardiologia;3158
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;medicina;cardiologia_vesp;5917
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;medicina;tisiologia;4720
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;medicina;tisiologia_vesp;1774
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;medicina;neurologia_grupo_de_trabajo_vesp;1495
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;medicina;cesacion_tabaquica;0
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;medicina;infectologia_grupo_de_trabajo;4655
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;cirugia;cirugia_general_vesp;2342
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;cirugia;cirugia_general;4046
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;cirugia;cirugia_plastica_grupo_de_trabajo;2210
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;cirugia;ginecologia_vesp;9449
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;cirugia;ginecologia;9449
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;cirugia;urologia;3130
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;cirugia;ortopedia_y_traumatologia;3406
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;cirugia;ortopedia_y_traumatologia_vesp;5781
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;cirugia;oftalmologia;7698
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;cirugia;otorrinolaringologia;6590
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;pediatria;pediatria;8879
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;pediatria;pediatria_vesp;6259
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;pediatria;adolescencia_grupo_de_trabajo;3344
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;pediatria;adolescencia_grupo_de_trabajo_vesp;2184
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;pediatria;cardiologia_grupo_de_trabajo;1255
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;urgencia;guardia_del_dia;26602
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;otras_especialidades;area_salud_escolar;7818
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;otras_especialidades;area_salud_comunitaria;5967
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;otras_especialidades;area_epidemiologia;1341
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;otras_especialidades;area_inmunizaciones;2573
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;otras_especialidades;medico_de_cabecera_clinica_medica;2232
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;otras_especialidades;medico_de_cabecera_pediatria;655
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;otras_especialidades;medico_de_cabecera_tocoginecologia;510
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;otras_especialidades;procreacion_responsable_grupo_de_trabajo;1277
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;promocion_y_proteccion;promocion_y_proteccion;24191
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2019;promocion_y_proteccion;promocion_y_proteccion_vesp;10390
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;medicina;clinica_medica_vesp;5761
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;medicina;clinica_medica;15868
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;medicina;endocrinologia_grupo_de_trabajo;4886
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;medicina;gastroenterologia_grupo_de_trabajo;3268
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;medicina;alergia_grupo_de_trabajo;2626
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;medicina;oncologia_grupo_de_trabajo;1526
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;medicina;neurologia_grupo_de_trabajo;4061
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;medicina;dermatologia;12225
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;medicina;cardiologia;4144
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;medicina;cardiologia_vesp;6930
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;medicina;tisiologia;3791
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;medicina;tisiologia_vesp;952
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;medicina;neurologia_grupo_de_trabajo_vesp;1900
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;medicina;cesacion_tabaquica;0
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;medicina;infectologia_grupo_de_trabajo;3773
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;cirugia;cirugia_general_vesp;2555
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;cirugia;cirugia_general;3575
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;cirugia;cirugia_plastica_grupo_de_trabajo;1861
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;cirugia;ginecologia_vesp;3319
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;cirugia;ginecologia;7647
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;cirugia;patologia_mamaria_grupo_de_trabajo;707
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;cirugia;urologia;3585
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;cirugia;ortopedia_y_traumatologia;3935
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;cirugia;ortopedia_y_traumatologia_vesp;4225
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;cirugia;oftalmologia;6475
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;cirugia;otorrinolaringologia;4790
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;pediatria;pediatria;10168
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;pediatria;pediatria_vesp;6290
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;pediatria;adolescencia_grupo_de_trabajo;3639
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;pediatria;adolescencia_grupo_de_trabajo_vesp;1563
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;pediatria;neurologia_infantil_grupo_de_trabajo;832
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;pediatria;cardiologia_grupo_de_trabajo;1037
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;urgencia;guardia_del_dia;71315
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;otras_especialidades;area_salud_escolar;243
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;otras_especialidades;area_salud_comunitaria;2336
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;otras_especialidades;area_epidemiologia;0
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;otras_especialidades;area_inmunizaciones;0
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;otras_especialidades;medico_de_cabecera_clinica_medica;2266
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;otras_especialidades;medico_de_cabecera_pediatria;686
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;otras_especialidades;medico_de_cabecera_tocoginecologia;657
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;otras_especialidades;odontolo_de_cabecera;343
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;otras_especialidades;procreacion_responsable_grupo_de_trabajo;565
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;promocion_y_proteccion;promocion_y_proteccion;3701
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;promocion_y_proteccion;promocion_y_proteccion_vesp;3019
10020012215216;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;2018;promocion_y_proteccion;promocion_y_proteccion_inmunizacion;0
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;medicina;clinica_medica;9997
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;medicina;alergia;3786
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;medicina;cardiologia;6301
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;medicina;hipertension_arterial_grupo_de_trabajo;3502
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;medicina;arritmias;886
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;medicina;dermatologia;7464
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;medicina;endocrinologia;3579
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;medicina;neurologia;4626
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;medicina;nutricion;1817
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;medicina;reumatologia;4856
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;medicina;nefrologia;400
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;medicina;oncologia;3630
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;medicina;telecobaltoterapia;331
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;medicina;gastroenterologia;2514
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;medicina;cesacion_tabaquica;95
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;medicina;obesidad_grupo_de_trabajo;1471
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;cirugia;cirugia;929
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;cirugia;cirugia_cardiovascular;259
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;cirugia;cirugia_plastica;1140
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;cirugia;ginecologia;1719
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;cirugia;ginecologia_endocrina;661
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;cirugia;climaterio;873
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;cirugia;esterilidad;563
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;cirugia;patologia_cervical;5340
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;cirugia;patologia_mamaria;3314
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;cirugia;urolitiasis;143
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;cirugia;urologia_general;1058
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;cirugia;urodinamia;44
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;cirugia;urologia_oncologica;195
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;cirugia;proctologia;564
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;cirugia;ortopedia_y_traumatologia;1921
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;cirugia;otorrinolaringologia;9463
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;cirugia;oftalmologia;18086
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;cirugia;neurocirugia;424
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;pediatria;pediatria;12885
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;pediatria;adolescencia_e_infanto_juvenil;3332
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;tocoginecologia;obstetricia;8494
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;tocoginecologia;planificacion_familiar;4055
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;urgencia;coordinacion_de_emergencias;51331
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2019;promocion_y_proteccion;medicina_preventiva;2362
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;medicina;clinica_medica;14564
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;medicina;alergia;4496
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;medicina;cardiologia;10493
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;medicina;hipertension_arterial_grupo_de_trabajo;3701
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;medicina;arritmias;589
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;medicina;dermatologia;6681
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;medicina;endocrinologia;6721
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;medicina;neurologia;5053
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;medicina;nutricion;6912
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;medicina;reumatologia;7161
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;medicina;nefrologia;122
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;medicina;oncologia;3149
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;medicina;telecobaltoterapia;339
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;medicina;gastroenterologia;3266
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;medicina;cesacion_tabaquica;231
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;medicina;obesidad_grupo_de_trabajo;2362
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;cirugia;cirugia;4104
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;cirugia;cirugia_cardiovascular;499
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;cirugia;cirugia_plastica;1188
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;cirugia;ginecologia;5302
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;cirugia;ginecologia_endocrina;553
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;cirugia;climaterio;945
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;cirugia;esterilidad;650
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;cirugia;patologia_cervical;5604
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;cirugia;patologia_mamaria;3610
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;cirugia;urolitiasis;119
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;cirugia;urologia_general;3859
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;cirugia;urodinamia;300
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;cirugia;urologia_oncologica;291
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;cirugia;proctologia;980
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;cirugia;ortopedia_y_traumatologia;8048
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;cirugia;otorrinolaringologia;8097
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;cirugia;oftalmologia;21503
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;cirugia;neurocirugia;298
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;pediatria;pediatria;17394
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;pediatria;adolescencia_e_infanto_juvenil;3206
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;tocoginecologia;obstetricia;13484
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;tocoginecologia;planificacion_familiar;3512
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;urgencia;coordinacion_de_emergencias;48336
10020012215213;HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2018;promocion_y_proteccion;medicina_preventiva;3652
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;cardiologia;6514
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;cardiologia_pediatrica;1486
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;cirugia;3740
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;clinica_medica;6582
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;dermatologia;6956
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;dermatologia_pediatrica;2069
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;diabetologia;645
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;endocrinologia;401
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;flebologia;641
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;fonoaudiologia;5759
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;gastroenterologia;2349
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;ginecologia;741
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;infectologia;1891
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;infectologia_pediatrica;180
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;medicina_general;1
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;nefrologia;1679
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;neonatologia;911
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;neumonologia_pediatrica;570
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;neumonologia;1497
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;neurologia;2358
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;neurologia_infantil;46
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;obstetricia;5862
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;oftalmologia;7972
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;otorrinolaringologia;3969
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;pediatria;13077
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;proctologia;230
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;promocion_y_proteccion;5683
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;psiquiatria;160
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;urologia;2348
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;reumatologia;1701
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;salud_mental;1776
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;tocoginecologia;12908
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2019;;traumatologia;5980
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;medicina;clinica_medica;6727
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;medicina;clinica_medica_vesp;2719
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;medicina;dermatologia;7979
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;medicina;cardiologia;11192
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;medicina;gastroenterologia_g_de_trabajo;2082
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;medicina;infectologia_g_de_trabajo;5192
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;medicina;neurologia;1042
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;medicina;nefrologia;2440
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;cirugia;cirugia_general;787
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;cirugia;cirugia_general_vesp;1187
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;cirugia;ginecologia;11546
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;cirugia;ginecologia_vesp;2074
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;cirugia;oftalmologia;6259
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;cirugia;oftalmologia_vesp;2204
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;cirugia;otorrinolaringologia;10268
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;cirugia;ortopedia_y_traumatologia;7900
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;cirugia;ortopedia_y_traumatologia_vesp;1123
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;cirugia;flebologia;709
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;cirugia;proctologia;226
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;cirugia;urologia;1940
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;pediatria;pedriatria;4866
10020012215214;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;2018;pediatria;pediatria_vesp;5329
